car,model,year,body part,shop1,shop2,shop3,source
accent,accent,2021,passenger door (f/l),1575.64,1575.64,1702.9,kaggle
accent,accent,2021,passenger door (r/l),1024,1024,1702.9,kaggle
accent,accent,2021,passenger door (r/r),1024,1024,1702.9,kaggle
accent,accent,2021,rear bumper,300.84, 632.50 ,640.18,kaggle
accent,accent,2021,rear light (l),261.6,773,1133,kaggle
accent,accent,2021,rear light (r),261.6,787,1133,kaggle
accent,accent,2021,side bumper(l),,,111.7,kaggle
accent,accent,2021,side bumper(r),,,111.7,kaggle
accent,accent,2022,car boot,1340,1400,1184.01,kaggle
accent,accent,2022,car hood,944.55, 944.55 ,1070.08,kaggle
accent,accent,2022,driver door(f/r),"1,575.64"," 1,575.64 ",1702.9,kaggle
accent,accent,2022,fender (f/l),395,390,350.64,kaggle
accent,accent,2022,fender (f/r),395,390,350.64,kaggle
accent,accent,2022,fender (r/l),1470,1550,988.73,kaggle
accent,accent,2022,fender (r/r),1470,1550,988.73,kaggle
accent,accent,2022,front bumper,416, 299,632.82,kaggle
accent,accent,2022,headlight (l),794, 794,3256.04,kaggle
accent,accent,2022,headlight (r),794,794,3256.04,kaggle
accent,accent,2022,passenger door (f/l),1575.64,1575.64,1702.9,kaggle
accent,accent,2022,passenger door (r/l),1024,1024,1702.9,kaggle
accent,accent,2022,passenger door (r/r),1024,1024,1702.9,kaggle
accent,accent,2022,rear bumper,632.5,632.5,640.18,kaggle
accent,accent,2022,rear light (l),600,600,1133,kaggle
accent,accent,2022,rear light (r),610,610,1133,kaggle
accent,accent,2022,side bumper(l),,,111.7,kaggle
accent,accent,2022,side bumper(r),,,111.7,kaggle
accent,accent,2023,car boot,950,950,1184.01,kaggle
accent,accent,2023,car hood,1975,1975,1070.08,kaggle
accent,accent,2023,driver door(f/r),1100,1250,1702.9,kaggle
accent,accent,2023,fender (f/l),470,530,350.64,kaggle
accent,accent,2023,fender (f/r),470,530,350.64,kaggle
accent,accent,2023,fender (r/l),1380,1450,988.73,kaggle
accent,accent,2023,fender (r/r),1380,1450,988.73,kaggle
accent,accent,2023,front bumper,416, 416,632.82,kaggle
accent,accent,2023,headlight (l),650,650,1948,kaggle
accent,accent,2023,headlight (r),650,650,1948,kaggle
accent,accent,2023,passenger door (f/l),1100,1250,1702.9,kaggle
accent,accent,2023,passenger door (r/l),1250,1460,1702.9,kaggle
accent,accent,2023,passenger door (r/r),1250,1460,1702.9,kaggle
accent,accent,2023,rear bumper,290,270,640.18,kaggle
accent,accent,2023,rear light (l),730,680,1133,kaggle
accent,accent,2023,rear light (r),730,680,1133,kaggle
accent,accent,2023,side bumper(l),,,111.7,kaggle
accent,accent,2023,side bumper(r),,,111.7,kaggle
accent,accent,2024,car boot,1200,1200,"1,266.82",kaggle
accent,accent,2024,car hood,1200,1200,"1,184.01",kaggle
accent,accent,2024,driver door(f/r),1000, 1000,"1,594.84",kaggle
accent,accent,2024,fender (f/l),400,400,700.07,kaggle
accent,accent,2024,fender (f/r),400,400,700.07,kaggle
accent,accent,2024,fender (r/l),400,400,1065.68,kaggle
accent,accent,2024,fender (r/r),400,400,1065.68,kaggle
accent,accent,2024,front bumper,1000,1000,690.1,kaggle
accent,accent,2024,headlight (l),2000,354,2975.58,kaggle
accent,accent,2024,headlight (r),2000,354,2975.58,kaggle
accent,accent,2024,passenger door (f/l),1000,1000,1594.84,kaggle
accent,accent,2024,passenger door (r/l),800,800,1497.95,kaggle
accent,accent,2024,passenger door (r/r),800,800,1497.95,kaggle
accent,accent,2024,rear bumper,700,700,362.68,kaggle
accent,accent,2024,rear light (l),500,500,870,kaggle
accent,accent,2024,rear light (r),500,500,870,kaggle
accent,accent,2024,side bumper(l),,,111.7,kaggle
accent,accent,2024,side bumper(r),,,111.7,kaggle
tahoe,tahoe,2018,car boot,2800,3400,2000,kaggle
tahoe,tahoe,2018,car hood,1378,1890,5961,kaggle
tahoe,tahoe,2018,driver door(f/r),2300,3000,2500,kaggle
tahoe,tahoe,2018,fender (f/l),1119,639,3430,kaggle
tahoe,tahoe,2018,fender (f/r),1119,639,3430,kaggle
tahoe,tahoe,2018,fender (r/l),2100,2700,2500,kaggle
tahoe,tahoe,2018,fender (r/r),2100,2700,2500,kaggle
tahoe,tahoe,2018,front bumper,2830,1890,3312,kaggle
tahoe,tahoe,2018,headlight (l),1138,615,4395.3,kaggle
tahoe,tahoe,2018,headlight (r),1138,615,4395.3,kaggle
tahoe,tahoe,2018,passenger door (f/l),3100,3400,3000,kaggle
tahoe,tahoe,2018,passenger door (r/l),3100,3400,3000,kaggle
tahoe,tahoe,2018,passenger door (r/r),3100,3400,3000,kaggle
tahoe,tahoe,2018,rear bumper,1680,1045,4168,kaggle
tahoe,tahoe,2018,rear light (l),868,492,1666,kaggle
tahoe,tahoe,2018,rear light (r),868,429,1666,kaggle
tahoe,tahoe,2018,side bumper(l),,450,650,kaggle
tahoe,tahoe,2018,side bumper(r),,450,650,kaggle
tahoe,tahoe,2019,car boot,2800,3500,3000,kaggle
tahoe,tahoe,2019,car hood,1378,1890,5961,kaggle
tahoe,tahoe,2019,driver door(f/r),3200,2800,3500,kaggle
tahoe,tahoe,2019,fender (f/l),1119,639,3430,kaggle
tahoe,tahoe,2019,fender (f/r),1119,639,3430,kaggle
tahoe,tahoe,2019,fender (r/l),2600,1900,2500,kaggle
tahoe,tahoe,2019,fender (r/r),2600,1900,2500,kaggle
tahoe,tahoe,2019,front bumper,1200,1890,3312,kaggle
tahoe,tahoe,2019,headlight (l),1138,615,4395.3,kaggle
tahoe,tahoe,2019,headlight (r),1138,615,4395.3,kaggle
tahoe,tahoe,2019,passenger door (f/l),2100,3500,3000,kaggle
tahoe,tahoe,2019,passenger door (r/l),2100,3500,3000,kaggle
tahoe,tahoe,2019,passenger door (r/r),2100,3500,3000,kaggle
tahoe,tahoe,2019,rear bumper,1680,1045,4168,kaggle
tahoe,tahoe,2019,rear light (l),868,492,1666,kaggle
tahoe,tahoe,2019,rear light (r),868,429,1666,kaggle
tahoe,tahoe,2019,side bumper(l),,450,650,kaggle
tahoe,tahoe,2019,side bumper(r),,450,650,kaggle
tahoe,tahoe,2020,car boot,2800,3200,2000,kaggle
tahoe,tahoe,2020,car hood,1378,1890,5961,kaggle
tahoe,tahoe,2020,driver door(f/r),2800,3200,3500,kaggle
tahoe,tahoe,2020,fender (f/l),1119,991,3430,kaggle
tahoe,tahoe,2020,fender (f/r),1119,991,3430,kaggle
tahoe,tahoe,2020,fender (r/l),2900,2100,2500,kaggle
tahoe,tahoe,2020,fender (r/r),2900,2100,2500,kaggle
tahoe,tahoe,2020,front bumper,412,2830,3312,kaggle
tahoe,tahoe,2020,headlight (l),1288,927,4395.3,kaggle
tahoe,tahoe,2020,headlight (r),1288,927,4395.3,kaggle
tahoe,tahoe,2020,passenger door (f/l),2500,3400,3000,kaggle
tahoe,tahoe,2020,passenger door (r/l),2500,3400,3000,kaggle
tahoe,tahoe,2020,passenger door (r/r),2500,3400,3000,kaggle
tahoe,tahoe,2020,rear bumper,1680,1045,4168,kaggle
tahoe,tahoe,2020,rear light (l),868,492,1666,kaggle
tahoe,tahoe,2020,rear light (r),868,492,1666,kaggle
tahoe,tahoe,2020,side bumper(l),,550,600,kaggle
tahoe,tahoe,2020,side bumper(r),,550,650,kaggle
tahoe,tahoe,2021,car boot,6000,6500,7000,kaggle
tahoe,tahoe,2021,car hood,1150,2600,5961,kaggle
tahoe,tahoe,2021,driver door(f/r),4100,5500,4300,kaggle
tahoe,tahoe,2021,fender (f/l),407,680,2300,kaggle
tahoe,tahoe,2021,fender (f/r),407,680,2300,kaggle
tahoe,tahoe,2021,fender (r/l),4900,5500,6000,kaggle
tahoe,tahoe,2021,fender (r/r),4900,5500,6000,kaggle
tahoe,tahoe,2021,front bumper,2060,2830,3312,kaggle
tahoe,tahoe,2021,headlight (l),1030,1650,1840,kaggle
tahoe,tahoe,2021,headlight (r),1030,1650,1840,kaggle
tahoe,tahoe,2021,passenger door (f/l),5350,5100,5500,kaggle
tahoe,tahoe,2021,passenger door (r/l),5350,5100,5500,kaggle
tahoe,tahoe,2021,passenger door (r/r),5350,5100,5500,kaggle
tahoe,tahoe,2021,rear bumper,1800,2400,4168,kaggle
tahoe,tahoe,2021,rear light (l),708,1400,1666,kaggle
tahoe,tahoe,2021,rear light (r),708,1400,1666,kaggle
tahoe,tahoe,2021,side bumper(l),,470,600,kaggle
tahoe,tahoe,2021,side bumper(r),,470,600,kaggle
tahoe,tahoe,2022,car boot,7500,8100,7000,kaggle
tahoe,tahoe,2022,car hood,1722,3000,5961,kaggle
tahoe,tahoe,2022,driver door(f/r),5000,5500,6500,kaggle
tahoe,tahoe,2022,fender (f/l),407,980,2000,kaggle
tahoe,tahoe,2022,fender (f/r),407,980,2000,kaggle
tahoe,tahoe,2022,fender (r/l),3200,3000,5700,kaggle
tahoe,tahoe,2022,fender (r/r),3200,3000,5700,kaggle
tahoe,tahoe,2022,front bumper,2060,2830,3312,kaggle
tahoe,tahoe,2022,headlight (l),1030,2700,4400,kaggle
tahoe,tahoe,2022,headlight (r),1030,2700,4400,kaggle
tahoe,tahoe,2022,passenger door (f/l),5000,5500,6500,kaggle
tahoe,tahoe,2022,passenger door (r/l),5000,7500,5500,kaggle
tahoe,tahoe,2022,passenger door (r/r),5000,7500,5500,kaggle
tahoe,tahoe,2022,rear bumper,3500,3200,4168,kaggle
tahoe,tahoe,2022,rear light (l),2500,615,1666,kaggle
tahoe,tahoe,2022,rear light (r),2500,615,400,kaggle
tahoe,tahoe,2022,side bumper(l),,200,400,kaggle
tahoe,tahoe,2022,side bumper(r),,200,400,kaggle
tahoe,tahoe,2023,car boot,6800,5490,7000,kaggle
tahoe,tahoe,2023,car hood,1722,5500,6500,kaggle
tahoe,tahoe,2023,driver door(f/r),5500,5000,6500,kaggle
tahoe,tahoe,2023,fender (f/l),407,1600,2849,kaggle
tahoe,tahoe,2023,fender (f/r),407,1600,2849,kaggle
tahoe,tahoe,2023,fender (r/l),5300,5000,5700,kaggle
tahoe,tahoe,2023,fender (r/r),5300,5000,5700,kaggle
tahoe,tahoe,2023,front bumper,2060,1150,3489,kaggle
tahoe,tahoe,2023,headlight (l),1030,2800,4400,kaggle
tahoe,tahoe,2023,headlight (r),1030,2800,4400,kaggle
tahoe,tahoe,2023,passenger door (f/l),4300,5000,5500,kaggle
tahoe,tahoe,2023,passenger door (r/l),4300,5000,5500,kaggle
tahoe,tahoe,2023,passenger door (r/r),4300,5000,5500,kaggle
tahoe,tahoe,2023,rear bumper,1940,2400,3000,kaggle
tahoe,tahoe,2023,rear light (l),615,1200,2210,kaggle
tahoe,tahoe,2023,rear light (r),615,1200,2210,kaggle
tahoe,tahoe,2023,side bumper(l),,550,870,kaggle
tahoe,tahoe,2023,side bumper(r),,550,870,kaggle
tahoe,tahoe,2024,car boot,6800,8400,7000,kaggle
tahoe,tahoe,2024,car hood,5600,4500,6800,kaggle
tahoe,tahoe,2024,driver door(f/r),5400,4890,6500,kaggle
tahoe,tahoe,2024,fender (f/l),407,2350,3479,kaggle
tahoe,tahoe,2024,fender (f/r),407,2350,3479,kaggle
tahoe,tahoe,2024,fender (r/l),6580,4900,5700,kaggle
tahoe,tahoe,2024,fender (r/r),6580,4900,5700,kaggle
tahoe,tahoe,2024,front bumper,603,1907,3489,kaggle
tahoe,tahoe,2024,headlight (l),890,2300,4400,kaggle
tahoe,tahoe,2024,headlight (r),890,2300,4400,kaggle
tahoe,tahoe,2024,passenger door (f/l),6300,6000,5500,kaggle
tahoe,tahoe,2024,passenger door (r/l),6300,6000,5500,kaggle
tahoe,tahoe,2024,passenger door (r/r),6300,6000,5500,kaggle
tahoe,tahoe,2024,rear bumper,830,2500,4800,kaggle
tahoe,tahoe,2024,rear light (l),615,1200,2210,kaggle
tahoe,tahoe,2024,rear light (r),615,1200,2210,kaggle
tahoe,tahoe,2024,side bumper(l),,550,870,kaggle
tahoe,tahoe,2024,side bumper(r),,550,870,kaggle
dacia,logan,2018,front bumper,265.95,840.06,1266.81,synthetic
dacia,logan,2018,rear bumper,189.73,591.89,983.33,synthetic
dacia,logan,2018,side bumper(l),156.07,451.53,619.46,synthetic
dacia,logan,2018,side bumper(r),169.95,388.32,646.55,synthetic
dacia,logan,2018,car hood,460.85,1511.14,2459.17,synthetic
dacia,logan,2018,car boot,626.84,1516.14,2660.32,synthetic
dacia,logan,2018,fender (f/l),196.49,597.05,835.13,synthetic
dacia,logan,2018,fender (f/r),207.39,475.16,923.23,synthetic
dacia,logan,2018,fender (r/l),181.72,663.78,1056.16,synthetic
dacia,logan,2018,fender (r/r),202.81,514.39,992.01,synthetic
dacia,logan,2018,headlight (l),254.64,1897.25,3108.89,synthetic
dacia,logan,2018,headlight (r),271.05,1992.64,3341.84,synthetic
dacia,logan,2018,rear light (l),183.36,986.95,2225.4,synthetic
dacia,logan,2018,rear light (r),211.64,1219.11,2046.99,synthetic
dacia,logan,2018,driver door(f/r),668.32,1953.91,3117.99,synthetic
dacia,logan,2018,passenger door (f/l),764.38,2002.52,3776.14,synthetic
dacia,logan,2018,passenger door (r/l),684.28,2000.3,2924.23,synthetic
dacia,logan,2018,passenger door (r/r),622.37,2263.48,3409.08,synthetic
dacia,logan,2019,front bumper,242.59,874.84,1360.34,synthetic
dacia,logan,2019,rear bumper,263.38,621.71,1147.65,synthetic
dacia,logan,2019,side bumper(l),,475.98,725.32,synthetic
dacia,logan,2019,side bumper(r),149.75,434.93,797.66,synthetic
dacia,logan,2019,car hood,623.64,1606.5,2453.5,synthetic
dacia,logan,2019,car boot,715.6,1869.75,3220.66,synthetic
dacia,logan,2019,fender (f/l),217.96,581.09,861.29,synthetic
dacia,logan,2019,fender (f/r),175.52,618.31,928.69,synthetic
dacia,logan,2019,fender (r/l),276.34,584.28,1003.93,synthetic
dacia,logan,2019,fender (r/r),211.82,551.62,974.23,synthetic
dacia,logan,2019,headlight (l),379.69,2241.68,3901.02,synthetic
dacia,logan,2019,headlight (r),363.36,1859.05,4136.13,synthetic
dacia,logan,2019,rear light (l),218.31,1317.08,2065.65,synthetic
dacia,logan,2019,rear light (r),173.24,1151.46,2324.86,synthetic
dacia,logan,2019,driver door(f/r),693.6,2329.49,3705.08,synthetic
dacia,logan,2019,passenger door (f/l),732.63,2208.88,4181.81,synthetic
dacia,logan,2019,passenger door (r/l),816.09,2262.91,3342.89,synthetic
dacia,logan,2019,passenger door (r/r),959.83,1974.17,3453.72,synthetic
dacia,logan,2020,front bumper,296.85,739.14,1428.6,synthetic
dacia,logan,2020,rear bumper,209.41,714.76,1401.03,synthetic
dacia,logan,2020,side bumper(l),149.28,491.44,906.64,synthetic
dacia,logan,2020,side bumper(r),185.98,531.69,760.87,synthetic
dacia,logan,2020,car hood,549.33,1809.06,2992.94,synthetic
dacia,logan,2020,car boot,581.94,2170.36,3108.29,synthetic
dacia,logan,2020,fender (f/l),,655.4,1088.49,synthetic
dacia,logan,2020,fender (f/r),233.12,585.65,1080.37,synthetic
dacia,logan,2020,fender (r/l),274.69,655.54,1217.51,synthetic
dacia,logan,2020,fender (r/r),238.98,599.91,1214.32,synthetic
dacia,logan,2020,headlight (l),314.31,2309.78,4369.1,synthetic
dacia,logan,2020,headlight (r),352.13,2033.31,3663.52,synthetic
dacia,logan,2020,rear light (l),242.24,1314.89,2230.37,synthetic
dacia,logan,2020,rear light (r),227.67,1415.03,2535.53,synthetic
dacia,logan,2020,driver door(f/r),980.72,2182.85,3730.29,synthetic
dacia,logan,2020,passenger door (f/l),967.51,2126.78,3671.67,synthetic
dacia,logan,2020,passenger door (r/l),697.76,2057.87,3755.42,synthetic
dacia,logan,2020,passenger door (r/r),922.88,2101.49,3901.03,synthetic
dacia,logan,2021,front bumper,322.95,985.45,1541.44,synthetic
dacia,logan,2021,rear bumper,290.0,835.17,1230.99,synthetic
dacia,logan,2021,side bumper(l),168.53,486.52,966.54,synthetic
dacia,logan,2021,side bumper(r),215.17,547.73,929.42,synthetic
dacia,logan,2021,car hood,639.07,1855.82,2873.26,synthetic
dacia,logan,2021,car boot,678.76,1807.18,3593.22,synthetic
dacia,logan,2021,fender (f/l),291.69,774.87,1227.12,synthetic
dacia,logan,2021,fender (f/r),199.93,769.63,1096.76,synthetic
dacia,logan,2021,fender (r/l),323.39,802.22,1119.89,synthetic
dacia,logan,2021,fender (r/r),311.12,685.56,1084.56,synthetic
dacia,logan,2021,headlight (l),436.9,2494.55,4412.98,synthetic
dacia,logan,2021,headlight (r),389.11,2702.37,3965.11,synthetic
dacia,logan,2021,rear light (l),256.89,1449.23,2597.26,synthetic
dacia,logan,2021,rear light (r),210.66,1267.91,2664.13,synthetic
dacia,logan,2021,driver door(f/r),1137.65,2996.51,4351.81,synthetic
dacia,logan,2021,passenger door (f/l),1110.36,2785.94,4550.37,synthetic
dacia,logan,2021,passenger door (r/l),1075.08,2329.98,3849.52,synthetic
dacia,logan,2021,passenger door (r/r),959.12,2108.06,3935.24,synthetic
dacia,logan,2022,front bumper,,1003.42,1405.51,synthetic
dacia,logan,2022,rear bumper,327.87,834.66,1322.04,synthetic
dacia,logan,2022,side bumper(l),219.38,513.17,951.25,synthetic
dacia,logan,2022,side bumper(r),162.49,566.28,933.01,synthetic
dacia,logan,2022,car hood,719.69,2262.66,3312.91,synthetic
dacia,logan,2022,car boot,,2089.72,3641.87,synthetic
dacia,logan,2022,fender (f/l),213.88,826.76,1283.79,synthetic
dacia,logan,2022,fender (f/r),254.39,654.84,1090.04,synthetic
dacia,logan,2022,fender (r/l),296.12,821.91,1302.21,synthetic
dacia,logan,2022,fender (r/r),343.24,827.31,1270.36,synthetic
dacia,logan,2022,headlight (l),383.26,2318.19,4460.3,synthetic
dacia,logan,2022,headlight (r),,2219.13,4116.61,synthetic
dacia,logan,2022,rear light (l),271.38,1526.71,2623.64,synthetic
dacia,logan,2022,rear light (r),236.8,1427.35,2432.94,synthetic
dacia,logan,2022,driver door(f/r),,2936.63,4769.79,synthetic
dacia,logan,2022,passenger door (f/l),1003.04,2945.16,4623.48,synthetic
dacia,logan,2022,passenger door (r/l),1052.84,2343.38,3788.66,synthetic
dacia,logan,2022,passenger door (r/r),802.5,2674.09,4670.29,synthetic
dacia,logan,2023,front bumper,374.47,1080.53,1663.17,synthetic
dacia,logan,2023,rear bumper,362.39,892.43,1710.46,synthetic
dacia,logan,2023,side bumper(l),,518.13,886.1,synthetic
dacia,logan,2023,side bumper(r),175.93,627.67,879.14,synthetic
dacia,logan,2023,car hood,796.57,1799.66,3764.15,synthetic
dacia,logan,2023,car boot,711.7,2520.47,4041.31,synthetic
dacia,logan,2023,fender (f/l),306.33,840.1,1194.09,synthetic
dacia,logan,2023,fender (f/r),308.07,840.88,1408.33,synthetic
dacia,logan,2023,fender (r/l),292.23,886.91,1279.18,synthetic
dacia,logan,2023,fender (r/r),352.16,801.55,1410.08,synthetic
dacia,logan,2023,headlight (l),353.32,2981.24,4906.18,synthetic
dacia,logan,2023,headlight (r),,2975.63,4769.7,synthetic
dacia,logan,2023,rear light (l),292.86,1338.89,2678.58,synthetic
dacia,logan,2023,rear light (r),297.42,1559.62,2888.59,synthetic
dacia,logan,2023,driver door(f/r),1027.36,2855.28,5102.88,synthetic
dacia,logan,2023,passenger door (f/l),1250.63,3271.53,4419.26,synthetic
dacia,logan,2023,passenger door (r/l),864.17,2806.08,4417.13,synthetic
dacia,logan,2023,passenger door (r/r),987.38,2447.36,4096.14,synthetic
dacia,logan,2024,front bumper,434.0,964.14,1598.73,synthetic
dacia,logan,2024,rear bumper,269.96,1071.12,1708.58,synthetic
dacia,logan,2024,side bumper(l),185.13,720.83,1004.74,synthetic
dacia,logan,2024,side bumper(r),249.78,713.4,1156.84,synthetic
dacia,logan,2024,car hood,703.37,1942.61,3946.11,synthetic
dacia,logan,2024,car boot,861.08,2822.72,3757.31,synthetic
dacia,logan,2024,fender (f/l),238.14,806.35,1190.16,synthetic
dacia,logan,2024,fender (f/r),250.72,850.44,1410.66,synthetic
dacia,logan,2024,fender (r/l),385.79,833.3,1333.69,synthetic
dacia,logan,2024,fender (r/r),289.6,986.12,1241.38,synthetic
dacia,logan,2024,headlight (l),362.87,3141.97,5214.44,synthetic
dacia,logan,2024,headlight (r),368.31,2857.43,5763.44,synthetic
dacia,logan,2024,rear light (l),280.19,1707.93,2927.71,synthetic
dacia,logan,2024,rear light (r),275.38,1807.34,2637.09,synthetic
dacia,logan,2024,driver door(f/r),1397.31,3554.55,5124.87,synthetic
dacia,logan,2024,passenger door (f/l),1078.57,2884.28,5134.87,synthetic
dacia,logan,2024,passenger door (r/l),1147.14,2552.72,5275.22,synthetic
dacia,logan,2024,passenger door (r/r),1197.98,2954.65,4519.5,synthetic
dacia,sandero,2018,front bumper,315.72,698.36,1384.26,synthetic
dacia,sandero,2018,rear bumper,272.56,739.93,1186.44,synthetic
dacia,sandero,2018,side bumper(l),,495.26,654.78,synthetic
dacia,sandero,2018,side bumper(r),149.72,487.83,820.96,synthetic
dacia,sandero,2018,car hood,544.77,1518.72,2921.05,synthetic
dacia,sandero,2018,car boot,715.26,1768.24,2879.9,synthetic
dacia,sandero,2018,fender (f/l),172.74,640.69,1015.97,synthetic
dacia,sandero,2018,fender (f/r),251.72,587.1,1006.01,synthetic
dacia,sandero,2018,fender (r/l),263.31,567.69,985.66,synthetic
dacia,sandero,2018,fender (r/r),272.95,633.82,932.54,synthetic
dacia,sandero,2018,headlight (l),329.88,1910.11,3334.16,synthetic
dacia,sandero,2018,headlight (r),317.56,2157.98,3692.78,synthetic
dacia,sandero,2018,rear light (l),192.92,1165.42,2289.83,synthetic
dacia,sandero,2018,rear light (r),161.33,982.71,2228.59,synthetic
dacia,sandero,2018,driver door(f/r),,2063.1,3354.28,synthetic
dacia,sandero,2018,passenger door (f/l),789.8,2318.4,3579.96,synthetic
dacia,sandero,2018,passenger door (r/l),914.81,1979.35,3371.28,synthetic
dacia,sandero,2018,passenger door (r/r),754.91,2149.7,3652.21,synthetic
dacia,sandero,2019,front bumper,272.7,946.55,1358.23,synthetic
dacia,sandero,2019,rear bumper,245.4,856.22,1245.19,synthetic
dacia,sandero,2019,side bumper(l),179.18,444.38,713.0,synthetic
dacia,sandero,2019,side bumper(r),144.79,431.62,724.99,synthetic
dacia,sandero,2019,car hood,494.85,1622.24,3104.97,synthetic
dacia,sandero,2019,car boot,,1738.29,2940.71,synthetic
